CategoryCode,ItemCode,Week,WeeklySales
1,86992,16,307
2,1105018,16,30
2,172582,16,72
2,124954,16,94
1,1032541,16,704
4,1082743,16,204
2,9925,16,42
2,399220,16,98
2,23569,16,79
2,1070836,16,69
1,1067128,16,42
3,1047130,16,271
3,88450,16,312
3,1097143,16,261
1,1047967,16,433
3,1066570,16,66
1,42424,16,208
1,17296,16,2108
1,1032550,16,54
2,1010068,16,27
2,836125,16,237
2,1070818,16,26
3,1060630,16,82
1,43657,16,50
2,174436,16,211
3,1013335,16,51
2,1098493,16,39
3,1081087,16,33
2,1101571,16,130
1,42496,16,149
1,1056463,16,281
1,1032586,16,104
2,50785,16,94
1,145978,16,163
1,38518,16,79
2,216151,16,65
2,745945,16,45
1,17287,16,130
3,37861,16,757
3,1081078,16,32
4,1003183,16,127
2,57058,16,41
1,755584,16,275
1,35449,16,77
2,87559,16,107
2,815101,16,98
2,838456,16,59
2,1098502,16,32
1,3427,16,155
2,132028,16,675
2,118033,16,61
2,111436,16,44
4,753613,16,302
4,1060909,16,294
1,43738,16,86
1,1044682,16,168
2,43630,16,152
1,1032568,16,41
3,16936,16,232
2,40759,16,190
2,999403,16,105
1,1048975,16,147
1,839356,16,382
4,1003147,16,420
2,117610,16,32
1,416212,16,44
2,99079,16,80
2,211309,16,78
1,1075651,16,33
3,1090024,16,144
2,1071124,16,26
2,1067092,16,400
3,1081069,16,67
2,59749,16,158
3,1101661,16,185
1,1030948,16,24
2,877624,16,109
2,836152,16,63
1,1049776,16,122
2,1006009,16,16
1,1058713,16,183
2,1071106,16,69
1,1044619,16,130
2,1105009,16,30
1,1050046,16,94
3,132334,16,76
3,893824,16,160
2,1103056,16,57
2,173617,16,69
1,1090303,16,49
2,903976,16,105
1,1032559,16,84
2,687616,16,50
2,1092184,16,86
2,267478,16,32
2,39436,16,70
2,1105027,16,27
2,1101562,16,36
3,1064572,16,21
1,1068883,16,28
1,3418,16,337
1,1090294,16,51
1,1015621,16,32
2,1026871,16,51
2,1044502,16,40
3,7666,16,131
2,1076929,16,28
3,1063600,16,45
1,1090114,16,28
2,111382,16,41
1,1067119,16,112
2,248272,16,76
1,35530,16,33
1,1021264,16,55
1,371239,16,50
2,225259,16,58
1,1085749,16,58
1,35584,16,28
1,37510,16,31
2,1076920,16,21
1,145330,16,48
3,397213,16,95
1,1084498,16,100
2,906595,16,41
2,213802,16,40
1,1044610,16,35
1,59047,16,52
1,1077118,16,125
2,65788,16,38
4,836584,16,325
2,1090240,16,27
4,1003156,16,393
2,267496,16,39
4,872260,16,32
2,858886,16,39
1,1090105,16,13
2,1006099,16,81
2,86974,16,40
3,1081060,16,116
4,1024810,16,193
1,1061638,16,41
2,1071115,16,40
4,1074823,16,97
1,124774,16,37
2,87046,16,17
4,731104,16,31
1,1081321,16,9
1,1081339,16,7
2,1101553,16,8
1,370195,17,166
1,1061341,17,36
2,865933,17,58
1,1054978,17,175
2,138742,17,71
1,379249,17,218
2,1076938,17,127
1,1044691,17,61
2,64978,17,12
1,48940,17,67
2,1064473,17,167
1,839374,17,137
4,1003192,17,154
2,913561,17,29
2,262384,17,50
1,36898,17,220
2,1006090,17,80
2,130993,17,61
1,24136,17,90
4,123307,17,1469
2,20824,17,405
2,32245,17,159
2,41830,17,49
2,1067074,17,160
2,837943,17,274
1,371104,17,31
2,210868,17,30
2,1090276,17,31
2,1101769,17,93
2,1090258,17,65
2,30877,17,324
1,1032532,17,517
2,172033,17,28
1,142756,17,175
1,76399,17,79
2,110320,17,123
2,906586,17,31
4,245581,17,466
1,119554,17,536
2,75886,17,31
2,1006108,17,51
3,169504,17,1191
3,131983,17,115
1,86992,17,261
2,1105018,17,25
2,172582,17,53
2,124954,17,92
1,1032541,17,758
4,1082743,17,148
2,9925,17,29
2,399220,17,82
2,23569,17,66
2,1070836,17,65
1,1067128,17,37
3,1047130,17,232
3,88450,17,234
3,1097143,17,235
1,1047967,17,332
3,1066570,17,55
1,42424,17,172
1,17296,17,1298
1,1032550,17,49
2,1010068,17,27
2,836125,17,215
2,1070818,17,24
3,1060630,17,81
1,43657,17,49
2,174436,17,181
3,1013335,17,37
2,1098493,17,35
3,1081087,17,33
2,1101571,17,33
1,42496,17,120
1,1056463,17,233
1,1032586,17,78
2,50785,17,130
1,145978,17,129
1,38518,17,71
2,216151,17,52
2,745945,17,37
1,17287,17,116
3,37861,17,680
3,1081078,17,25
4,1003183,17,115
2,57058,17,26
1,755584,17,161
1,35449,17,66
2,87559,17,93
2,815101,17,80
2,838456,17,46
2,1098502,17,29
1,3427,17,126
2,132028,17,600
2,118033,17,51
2,111436,17,31
4,753613,17,241
4,1060909,17,265
1,43738,17,62
1,1044682,17,138
2,43630,17,131
1,1032568,17,17
3,16936,17,198
2,40759,17,152
2,999403,17,80
1,1048975,17,139
1,839356,17,257
4,1003147,17,341
2,117610,17,25
1,416212,17,40
2,99079,17,53
2,211309,17,78
1,1075651,17,38
3,1090024,17,140
2,1071124,17,21
2,1067092,17,329
3,1081069,17,48
2,59749,17,137
3,1101661,17,134
1,1030948,17,20
2,877624,17,87
2,836152,17,44
1,1049776,17,87
2,1006009,17,15
1,1058713,17,160
2,1071106,17,58
1,1044619,17,131
2,1105009,17,29
1,1050046,17,64
3,132334,17,48
3,893824,17,124
2,1103056,17,46
2,173617,17,61
1,1090303,17,34
2,903976,17,80
1,1032559,17,60
2,687616,17,45
2,1092184,17,76
2,267478,17,27
2,39436,17,66
2,1105027,17,25
2,1101562,17,21
3,1064572,17,20
1,1068883,17,27
1,3418,17,284
1,1090294,17,39
1,1015621,17,28
2,1026871,17,38
2,1044502,17,43
3,7666,17,104
2,1076929,17,26
3,1063600,17,28
1,1090114,17,20
2,111382,17,37
1,1067119,17,94
2,248272,17,68
1,35530,17,23
1,1021264,17,42
1,371239,17,35
2,225259,17,45
1,1085749,17,43
1,35584,17,19
1,37510,17,26
2,1076920,17,18
1,145330,17,42
3,397213,17,71
1,1084498,17,75
2,906595,17,38
2,213802,17,33
1,1044610,17,21
1,59047,17,28
1,1077118,17,106
2,65788,17,34
4,836584,17,325
2,1090240,17,27
4,1003156,17,298
2,267496,17,32
4,872260,17,21
2,858886,17,27
1,1090105,17,12
2,1006099,17,49
2,86974,17,8
3,1081060,17,106
4,1024810,17,200
1,1061638,17,9
2,1071115,17,38
4,1074823,17,85
1,124774,17,15
2,87046,17,2
1,1081321,17,3
1,1081339,17,1
2,1101553,17,7
4,23200,17,5
4,731104,17,12
2,865933,18,45
1,1054978,18,120
2,138742,18,38
1,1044691,18,47
2,64978,18,9
1,48940,18,47
2,1064473,18,65
1,839374,18,137
4,1003192,18,139
2,913561,18,22
2,1006090,18,41
2,130993,18,49
4,123307,18,1001
2,20824,18,290
2,32245,18,118
2,41830,18,33
1,371104,18,26
2,1101769,18,73
2,1090258,18,60
2,30877,18,186
2,75886,18,31
2,1006108,18,40
3,131983,18,71
2,172582,18,37
1,1032541,18,526
4,1082743,18,100
2,9925,18,17
2,399220,18,69
2,837943,18,200
1,86992,18,178
2,1070836,18,45
1,1067128,18,23
3,1047130,18,159
3,88450,18,128
2,124954,18,69
1,24136,18,45
1,1047967,18,242
3,1066570,18,25
1,17296,18,1023
1,1032550,18,38
2,1010068,18,17
2,836125,18,187
3,1060630,18,65
1,1032532,18,380
2,174436,18,142
3,1013335,18,21
2,1098493,18,21
1,42496,18,89
1,1032586,18,57
2,50785,18,79
1,38518,18,61
2,216151,18,32
2,745945,18,26
3,1081078,18,13
4,1003183,18,75
1,35449,18,54
2,87559,18,68
2,1067074,18,117
2,23569,18,39
2,815101,18,55
2,838456,18,30
2,210868,18,20
2,1098502,18,15
1,3427,18,104
2,132028,18,305
2,118033,18,33
4,753613,18,162
1,43738,18,44
2,1105018,18,14
2,262384,18,34
1,1044682,18,100
1,1056463,18,196
1,1032568,18,10
2,40759,18,105
1,1048975,18,123
1,839356,18,162
4,1003147,18,283
1,119554,18,387
2,117610,18,17
1,416212,18,32
2,99079,18,39
2,211309,18,53
1,1075651,18,34
1,17287,18,58
1,370195,18,131
3,1090024,18,126
2,172033,18,21
2,1067092,18,250
2,59749,18,81
2,1090276,18,22
1,36898,18,158
1,43657,18,41
3,1101661,18,89
4,245581,18,309
1,1030948,18,14
2,877624,18,58
2,110320,18,71
1,145978,18,79
2,836152,18,35
1,1049776,18,65
2,1006009,18,5
1,1058713,18,134
3,37861,18,541
1,42424,18,117
1,1050046,18,42
1,142756,18,99
2,1071106,18,39
3,893824,18,69
1,755584,18,108
2,1103056,18,31
1,1090303,18,23
2,903976,18,60
1,1032559,18,45
2,687616,18,36
2,1092184,18,61
2,267478,18,21
2,39436,18,48
2,43630,18,90
2,1105027,18,19
2,1101562,18,12
3,169504,18,818
1,1068883,18,20
1,3418,18,202
1,1015621,18,17
3,1097143,18,159
2,1044502,18,35
3,7666,18,75
2,1076929,18,11
1,1090294,18,31
3,1063600,18,21
1,1090114,18,18
2,999403,18,45
2,111382,18,29
3,16936,18,131
2,1026871,18,20
1,1067119,18,74
1,35530,18,8
2,1070818,18,11
3,1064572,18,13
2,248272,18,48
1,1085749,18,34
1,35584,18,12
3,1081069,18,29
1,37510,18,22
2,111436,18,20
2,1076920,18,14
3,397213,18,47
1,379249,18,157
1,371239,18,23
2,1105009,18,21
2,225259,18,38
2,213802,18,27
1,1021264,18,32
1,1077118,18,84
1,145330,18,29
2,65788,18,22
4,836584,18,298
2,1090240,18,20
1,76399,18,42
4,1060909,18,179
4,1003156,18,166
1,1084498,18,53
2,267496,18,23
2,906595,18,25
4,872260,18,21
3,132334,18,32
1,1044610,18,15
2,57058,18,18
3,1081087,18,6
1,1090105,18,11
2,1006099,18,46
2,86974,18,5
1,1061341,18,8
4,1024810,18,157
2,1101571,18,25
2,173617,18,44
1,1044619,18,96
4,1074823,18,85
2,906586,18,20
2,1071115,18,35
1,59047,18,17
1,1081321,18,3
1,1081339,18,1
2,1071124,18,7
2,1101553,18,5
3,1081060,18,55
1,124774,18,6
2,858886,18,22
4,23200,18,5
2,1076938,18,1
4,731104,18,12
2,865933,19,24
1,1054978,19,66
2,138742,19,19
1,1044691,19,37
2,64978,19,6
1,48940,19,21
2,1064473,19,29
1,839374,19,80
4,1003192,19,80
2,913561,19,16
2,1006090,19,18
2,130993,19,39
4,123307,19,778
2,20824,19,165
2,32245,19,89
2,41830,19,16
1,371104,19,16
2,1101769,19,41
2,1090258,19,39
2,30877,19,111
2,75886,19,18
2,1006108,19,16
3,131983,19,36
2,172582,19,21
1,1032541,19,250
4,1082743,19,74
2,9925,19,12
2,399220,19,41
2,837943,19,99
1,86992,19,98
2,1070836,19,19
1,1067128,19,9
3,1047130,19,91
3,88450,19,58
2,124954,19,35
1,24136,19,32
1,1047967,19,161
3,1066570,19,25
1,17296,19,604
1,1032550,19,20
2,1010068,19,13
2,836125,19,50
3,1060630,19,30
1,1032532,19,201
2,174436,19,62
3,1013335,19,10
2,1098493,19,9
1,42496,19,27
1,1032586,19,31
2,50785,19,65
1,38518,19,43
2,216151,19,16
2,745945,19,16
3,1081078,19,9
4,1003183,19,44
1,35449,19,26
2,87559,19,36
2,1067074,19,96
2,23569,19,20
2,815101,19,24
2,838456,19,18
2,210868,19,11
2,1098502,19,7
1,3427,19,57
2,132028,19,173
2,118033,19,12
4,753613,19,77
1,43738,19,27
2,1105018,19,5
2,262384,19,21
1,1044682,19,41
1,1056463,19,125
1,1032568,19,3
2,40759,19,43
1,1048975,19,38
1,839356,19,128
4,1003147,19,118
1,119554,19,186
2,117610,19,6
1,416212,19,17
2,99079,19,24
2,211309,19,19
1,1075651,19,17
1,17287,19,17
1,370195,19,76
3,1090024,19,79
2,172033,19,5
2,1067092,19,158
2,59749,19,44
2,1090276,19,14
1,36898,19,90
1,43657,19,29
3,1101661,19,48
4,245581,19,149
1,1030948,19,6
2,877624,19,26
2,110320,19,37
1,145978,19,37
2,836152,19,23
1,1049776,19,34
2,1006009,19,3
1,1058713,19,80
3,37861,19,256
1,42424,19,75
1,1050046,19,19
1,142756,19,69
2,1071106,19,18
3,893824,19,43
1,755584,19,44
2,1103056,19,14
1,1090303,19,16
2,903976,19,32
1,1032559,19,26
2,687616,19,16
2,1092184,19,31
2,267478,19,11
2,39436,19,29
2,43630,19,47
2,1105027,19,12
2,1101562,19,10
3,169504,19,458
1,1068883,19,12
1,3418,19,99
1,1015621,19,10
3,1097143,19,66
2,1044502,19,20
3,7666,19,14
2,1076929,19,5
1,1090294,19,22
3,1063600,19,7
1,1090114,19,9
2,999403,19,17
2,111382,19,12
3,16936,19,71
2,1026871,19,10
1,1067119,19,39
1,35530,19,6
2,1070818,19,10
3,1064572,19,10
2,248272,19,21
1,1085749,19,14
1,35584,19,8
3,1081069,19,9
1,37510,19,13
2,111436,19,8
2,1076920,19,7
3,397213,19,23
1,379249,19,19
1,371239,19,9
2,1105009,19,14
2,225259,19,21
2,213802,19,10
1,1021264,19,12
1,1077118,19,41
1,145330,19,13
2,906586,19,4
2,57058,19,8
2,267496,19,12
3,132334,19,20
1,1081321,19,3
1,1090105,19,6
2,906595,19,11
2,1090240,19,11
1,1081339,19,1
2,1071124,19,4
4,1003156,19,37
2,1006099,19,20
2,1101571,19,11
4,1060909,19,93
2,1101553,19,0
2,173617,19,23
1,59047,19,9
3,1081060,19,23
1,124774,19,6
2,1071115,19,12
2,858886,19,12
2,65788,19,13
4,23200,19,5
1,1044619,19,57
1,1084498,19,12
4,836584,19,0
4,1024810,19,0
4,1074823,19,9
1,1044610,19,5
2,86974,19,0
4,872260,19,0
2,1076938,19,0
